start	end	text
0	30000	请不吝点赞 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅
30000	59980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
60000	89980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
90000	119980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
120000	149980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
150000	179980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
180000	209980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
210000	239980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
240000	269980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
270000	299980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
300000	329980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
330000	359980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
360000	389980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
390000	419980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
420000	449980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
450000	479980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
480000	509980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
510000	539980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
540000	569980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
570000	599980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
600000	629980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
630000	646000	930
646000	649000	And do you
657000	658000	oh
660000	663000	哦,sorry,你们听到我说话吗?
663000	669000	嗨,hello everyone,good morning everyone,can you hear me?
669000	671000	哦,sorry,i thought it's a...
671000	679000	哦,你们今天不用加班是吧?就是国庆节快到了,你们不用加班
679000	683000	不加班
683000	685000	嗯,that's good
685000	692140	好 今天有收到同学
692140	694820	招来的作业
694820	696600	那其他同学有没有完成作业
696600	705580	好 我们今天再review一下
705580	708060	上次课我们学了些什么
708060	710980	我们是不是学了一些
710980	712480	这个开会的一些用语
712480	716880	那谁能跟我稍微说一下
716880	719800	就是你还记得什么开会的一些用语吗
719800	728120	那首先我跟大家说一个小
728120	731320	so let me just tell you a story okay
731320	738420	so recently my friend was fired from his company
738420	745700	他在新的公司中,他找到一些資料或資料
