start	end	text
0	30000	和平均并不在一起,提供一个好关系。我们可以在一起。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们可以吃饭。我们
30000	32880	每天的日期, we can invite colleagues to have dinner together.
34320	35160	Right? Okay.
35960	36840	Sounds good.
39520	40480	下日幽梦。
42600	53320	Do you think you are an aggressive functional consultant?
53320	58700	你觉得你是不是一个很aggressive的这个
58700	61640	aggressive means ambitious
61640	64280	maybe i'm not aggressive
64280	68960	in china's culture they are humble
68960	72800	so not have the aggressive
72800	78240	aggressive
78240	92240	aggressive to deal something with other people or anything.
92240	108120	可能在一些教育中的教育中有力量
108120	110760	去跟其他人
110760	115160	但是我认为是好事
115160	126360	做一些事情
126360	129560	跟
129560	131560	你认为是这样的
131560	133560	你认为是这样的
133560	135560	你认为是这样的
135560	137560	你认为是这样的
137560	139560	你认为是这样的
139560	141560	你认为是这样的
141560	143560	我认为是这样的
143560	145560	你认为是这样的
145560	147560	所以在这段时间
147560	149560	你认为是这样的
149560	151560	你认为是这样的
151560	153560	你认为是这样的
153560	155560	你认为是这样的
155560	157560	你认为是这样的
157560	160920	你要有领导才能 你要就是要
160920	165560	lead something, you take the lead, okay? 你就是要领导一些东西。
165560	169560	你只会说你做一个, I can do it.
169560	171560	你只会说你做一个, I can do it.
171560	177560	你只会做一个, 但是你试试, 试试, 试试, 试试, 试试, 试试。
177560	181560	就是要尽量大家在这个 这个 这个 这个
181560	186560	global working environment, okay? You must be aggressive, 你必须要aggressive,
186560	191560	Otherwise,否則,
194060	196560	You will be replaced.
196560	198060	你會被別人取代,
198060	201060	You will be replaced by others.
201060	204560	這是很殘酷的一個事情,
204560	205560	我現在周末,
205560	206260	We can't,
206260	208560	Every weekend we have some bad news.
208560	210060	So for example,
210060	211060	Last weekend,
211060	216060	300 people were fired from my company.
216560	229240	所以你必須要是要領導才能
229240	233240	所以每個人要領導才能
233240	243560	我們可以做什麼
243560	249560	你很高興,但是主要是我們是很高興
249560	252560	如果我們做什麼
252560	257560	我會跟人家說
257560	260560	美國的顏色
260560	263560	但我們不喜歡
263560	274560	因为我们有很多的能力
274560	280560	在这些东西的东西
280560	285560	我们不能说,但我们可以做它
285560	287560	你能做得到
287560	291560	但是, 譬如,
291560	298560	隊長說他沒有擁有的
298560	302560	所以你會給整個隊員的擁有
302560	306560	譬如,你會寫一個
306560	308760	to draft functional specs,ok
308760	311000	比如說你們要寫一個functional specs
311000	312420	你們有template
312420	315500	他們沒有提供template
315500	316980	那在這種情況下
316980	319700	你會不會provide your template
319700	320980	to the whole team
320980	323480	你會不會就是
323480	325400	主動去提供這個模板
325400	327320	給整個的團隊小組
327320	329100	還是說你們生自己在那裡做
329100	334620	We will do
334620	339020	we will do something
339020	339940	from
339940	341420	my work
341420	344860	my work
344860	347220	工作犯
347220	348100	my work
348100	350880	we will do something
350880	353060	工作犯
353060	354280	就是
354280	355500	in my scope
355500	356180	scope
356180	357300	in my scope
357300	357640	yeah
357640	359000	we will do something
359000	359880	in my scope
359880	361760	and another thing
361760	362560	I can't do
362560	366920	所以那是不太好
366920	370200	不是很好的信号
370200	371360	OK
371360	372220	所以好
372220	372260	好
372260	372420	好
372420	372700	好
372700	372960	好
372960	373360	Katy
373360	374220	Katy
374220	375240	所以
375240	375440	同时
375440	375720	同时
375720	376120	同时
376120	376840	同时
376840	377680	如果
377680	379840	全球
379840	381640	都新
381640	382340	所以
382340	382680	没有人
382680	383100	熟悉
383100	384440	用功能
384440	384840	计辑
384840	385780	你
385780	386440	有
386440	388720	功能
388720	389160	连续
389160	390400	从
390400	391120	之前
391120	392480	之前
392480	394400	previous project
394400	396860	so are you going to provide
396860	398640	the functional template
398640	399380	to everybody
399380	404080	are you going to share
404080	407340	your functional template
407340	409280	to other
409280	410260	members
410260	414240	你会分享吗
414240	418840	我说你刚才说啥
418840	419880	我刚刚没听到
419880	422120	我是说
422120	429080	如果大家新的組織,他們沒有一個功能的櫃子
429080	433760	但你可能有一個櫃子從你的前面的櫃子
433760	436080	在之前的那個項目裡有這個櫃子
436080	439880	所以我會分享給別人的櫃子
439880	444640	然後你會做KT,你會做知識轉換
444640	447760	KT,你會做KT
447760	448460	KT
448460	449300	I will share
449300	453100	If I have, I will share
453100	455300	To my
455300	457360	Colleges
457360	459680	Colleges, yeah
459680	465720	Okay,这个就也可以叫一个
465720	466320	Leadership
466320	471260	So everybody
471260	473360	So pay more attention
473360	475480	To what I said to you
475480	475780	Okay
475780	477580	So during your project
477580	478980	你必须取行政策
478980	479980	你必须取行政策
479980	481180	你必须取行政策
481180	482720	你要积极
482720	484540	要有ambitious
484540	485200	OK
485200	486520	So otherwise
486520	488500	you will be replaced by others
488500	489740	否则的话
489740	491040	你会被别人替代掉的
491040	492220	So right now
492220	493160	the working environment
493160	494240	is very competitive
494240	497300	现在呢
497300	497780	就是说
497780	499020	那个工作的环境
499020	499680	非常竞争
499680	500520	你很激烈
500520	502560	So you must
502560	504180	take the leadership
504180	504800	and
504800	507100	show others
507100	509000	you are excellent
509000	509900	你很棒
509900	511140	OK
511140	511860	So
511860	513200	如果不是那什么的话
513200	515240	那就会被裁员掉
515240	516240	Last Friday
516240	518380	上着我们300个人
518380	521360	就是公司有300人被裁掉了
521360	523620	所以在这种
523620	525020	global的这种环境里头
525020	526780	不是就是说
526780	528440	只有这个comfort room
528440	530400	只是很舒服的区域
530400	531140	那也是在
531140	532660	平时的时候
532660	534200	大家都又合作
534200	535240	又collaborate
535240	536940	进collaborate
536940	538400	也是compete
538400	540360	就是也是在竞争的
540360	544040	所以就是我们不要那个
544040	545680	不要就是说说说脚
545680	550000	然后只是扫地扫你门前的那一块血
550000	551720	那血崩下来的时候
