start	end	text
0	26000	哦,我都有给你一个AI软件。就是如果你主持照去的话,你有问题的话,你可以用那个AI软件去做这个,做check,就是做,要他帮你检查。哦,好,谢谢,谢谢。这样可能对你的那个,就是会进步比较。嗯,好,好。
30000	39560	Hello
39560	41280	大家听得清楚吗
41280	45380	可以的
45380	46940	好
46940	48380	好
48380	49800	那在我们上课之前
49800	51180	我们就是来
51180	52560	回顾一下
52560	54460	上次有很多同学没有参加
54460	56740	后来我就补入了一个这个
56740	58620	Hold down
58620	61620	Hello
61620	65620	Hello
65620	72620	You don't have such accounts you cannot log in
72620	78620	What's the error message
78620	91120	OK, that's fine.
91120	96740	So maybe I will set another meeting on the second session.
96740	99940	So it's around like 9.15.
99940	104020	OK,so I will invite you around 9.15.
104020	106860	Is that OK?
106860	107860	150
109620	110020	OK
110020	110860	Thank you
115500	116860	I will send you the link
116860	117860	and then
117860	119860	so if I issue the
119860	121860	if I issue the meeting
121860	122860	invitation
122860	123860	so that's fine
123860	124860	so this invitation
124860	126860	is come from my partner
126860	127860	OK
127860	129860	Thank you
131860	132860	OK
132860	133860	So just now
133860	135860	I invited a guest speaker
135860	147860	所以他不能加入了会议,所以我会提供了一个会议会议到他在9.15分钟。
147860	155860	所以我会提供他一些提供的提供,
155860	164900	so discuss some topics like how do you interview the how do you pick on the best candidate okay
164900	172260	and also if you learn a new language so do you have any suggestion first to learn a new language
173780	181140	and also another question is let me see okay another question okay so another question is
181140	198560	就是我会问他三个问题
198560	201600	就是如果你们有什么问题的话
201600	203180	你们也可以 write down your question
203180	206180	大概在9点50左右的时候
206180	210080	我会邀请这个美国的资深经理
210080	212340	来跟我们大家一起座谈
212340	213620	好
213620	215180	那你们现在也可以想一想
215180	217720	就是有什么样的问题
217720	218860	你们到时候想问
218860	219940	好吗
219940	222300	好
222300	225040	那在我们的开始课程之前
225040	228120	Let's review what we learned last week
228120	231520	上次课有些同学没有来
231520	232660	萌萌
232660	233580	Can you record
233580	235700	Can you help record
235700	237120	what we learned last time
237120	239580	OK
239580	248180	OK,在最后一读,我们学习的O2C的组织
250380	253180	O2C,不是O2C,我刚才听到
254180	255780	O2C的组织
258580	261780	你想描述的组织?
262780	263780	OK
263780	278180	OTC的OTC的OTC是分成四部分的部分
278180	282780	第一部分是PRE-SELS-FUTURS
282780	286580	它开始从工程中
286580	290580	我们需要工程中的工程中
290580	320580	然后客户会问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问问
320580	326820	然后我们会回答他们通过的词。
326820	331620	我们会回答我们的词。
331620	334660	后来词,
334660	348580	我们会回答我们的词。
348580	361580	the sales order were built in SAP system so we all know that in SAP system it generally started from the sales order
361580	367580	we built the sales order using the transaction code of VA01
367580	374580	it is recorded the detailed information about the business transaction
