start	end	text
0	7000	好。
7000	10000	好。
10000	15000	好。
15000	17000	好。
17000	21000	好。
21000	26000	好。
26000	27000	好。
27000	29000	好。
30000	32000	!
32000	34000	!
34000	36000	!
36000	38000	!
38000	40000	!
40000	42000	!
42000	44000	!
44000	46000	!
46000	48000	!
48000	50000	!
50000	52000	!
52000	54000	!
54000	56000	!
56000	58000	!
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	58000	
58000	60000	How are you doing today?
63000	65000	YuueYue,Mengmeng,Daisy
65000	67000	Good morning
67000	68000	Good morning
71000	74000	So let me share my screen
74000	79000	So do you still remember what we learned last time?
80000	85000	I learned the differences between SAP ECC
85000	87000	SIP for HANA
87000	89400	OK, that's great
89400	95320	So who can tell me the difference from your modules
95320	98040	OK, YueYue, so you can introduce
98040	99320	YueYue, you can see
99320	102520	Oh, I'm a FICU consultant
102520	107200	So for my FICU module
107200	109280	So there is some difference between
109280	110640	Yeah, something like that, OK
110640	118880	首先
118880	120880	所以,
120880	134880	是指,
134880	141880	是说的是不同之处还是更好的地方?
141880	144880	没关系,就是 the difference.
144880	153880	比如說你FICO module,你可以看到FICO的系統
153880	162380	一些址是一種址,我們有BKPF和BSEGNCC,
162380	164880	但現在我們用ACDOC table,
164880	168880	可以設置了一個文字的文字,對嗎?
168880	174080	哦,對,對,你也可以說是
174080	178380	simplify 他們的流程都可以說
178380	179280	嗯
179280	180280	Whatever
180280	181280	Yeah
181280	181780	Yeah
181780	182280	Oh
182280	183280	Oh
183280	184780	Firstly
184780	187080	In ECC
187080	188080	We
188080	191080	We create the material
191080	193080	Material data
193080	199080	Firstly
199080	200080	In ECC
200080	202080	The material
202080	202880	Number is
202880	203780	18
203780	211060	但是在S4,它将在40个角色。
211060	218060	在ECC,我們在
218060	221060	我們在
221060	223060	我們在
223060	226060	我們
226060	229060	我們
229060	231060	我們
231060	234060	我們
234060	235060	我們
235060	238060	我們
238060	268060	哦,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1T code,1
268060	273060	但在SFARHANA,它是免得更多。
273060	276060	OK, great.
276060	283060	首先,在ECC,
283060	295860	在S4HANA中, 它是在
295860	301860	在S4HANA中, 但是在S4HANA中, 它是在
301860	314860	在S4HANA,我们可以用MIP在短暂的时间。
314860	316860	短暂的时间,非常好。
316860	323860	Lastly, in ECC,
323860	332860	in the financial accounting of FI,
332860	335860	we use the
335860	340860	we create
340860	346060	In financial accounting and controlling,
346060	348100	Business for HANA,
348100	353100	We integrate one table,ACDOCA.
353100	355400	AgDoc, yeah.
355400	355900	AgDoc.
355900	356400	AgDoc.
356400	357560	Yeah, very good.
357560	360560	Yeah.
360560	362460	So that's all?
362460	365720	还有一个是
365720	372860	Fahana
372860	374860	We integrated
374860	377560	MSEJ MKPF
377560	379280	Into a table
379280	380680	MATDOC
380680	382680	Okay
382680	384860	MagDoc
384860	385860	MagDoc
385860	387900	That's good
387900	390800	I can give you like 100%
390800	392800	100 points
392800	394800	100 points
394800	394800	
394800	395800	How about Desi
395800	397800	Desi from your modules
397800	398800	OK
398800	399800	Can you tell us
399800	400800	What's the differences
400800	402800	between your module
402800	403800	In ECC
403800	405800	And S4HANA
407800	408800	Hello Desi
408800	410800	Yeah I'm here
410800	411800	OK
418800	419800	The difference
419800	431160	such as the material ledger, the processes, the steps is less than ECC.
434760	437800	Let me think of other differences.
437800	449800	我可以想想的
449800	453800	有些不同的
453800	458800	它會被
458800	463800	是 提供的白月月。
463800	465800	OK。
465800	468800	嗯-hmm。
468800	470800	So, 蒙蒙。
470800	475800	So, do you have any implementation about the differences?
475800	476800	OK。
476800	481800	So, for example, you can see the table,
481800	492800	table that removes a lot of aggregate and index table and the performance is faster.
492800	493800	Okay.
493800	498800	The SAP ECC is an older version of SAP system.
498800	509800	The database in SAP ECC is run on a variety of databases such as the DB2, the Erker, and
509800	518800	and Microsoft, I forgot, but the SAP is for HANA,
518800	523800	HANA database is run in memory database,
523800	528800	instead of harder disk.
528800	534800	I run that more significantly and efficiently.
534800	557200	OK,非常好,非常好,非常好,你用了一些副詞非常棒,然后Yuyuy刚刚也非常不错,她用了一些结构,就是第一,第二,第三,什么样的,我可以感觉你更增加你的英语,OK,过来
557200	568200	OK,OK,the type in SAP S for HANA is column line instead of row line.
568200	569200	Yeah.
569200	571200	Instead of,OK, row.
571200	574200	OK,column based.
574200	577200	Column based instead of row based.
577200	579200	Yes, very good.
579200	584640	它可以
584640	586480	它可以
586480	587520	它可以
587520	589440	它的重量
589440	590240	哦,非常好
590240	591200	重量
591200	591440	OK,
591440	592960	Data Redundancy
592960	593960	OK
593960	594960	OK
594960	595040	所以,
595040	595840	那是
595840	596240	它是
596240	596960	它是
596960	597840	它是
597840	597840	
597840	597840	
597840	598960	它是
598960	599760	它是
599760	600400	它是
600400	601040	嗯
601040	601600	嗯
601600	601840	嗯
601840	602400	嗯
602400	603040	嗯
603040	603840	嗯
603840	604400	嗯
604400	605040	嗯
605040	605840	嗯
605840	606400	嗯
606400	607040	嗯
607040	607840	嗯
607840	608400	嗯
608400	638400	每次的新型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型型
638400	644660	OK,那我们有real time
644660	646040	还有就是接近
646040	647120	接近real time
647120	648220	我们也可以说
648220	650240	near real time,OK
650240	653260	OK,near real time
653260	654960	好
654960	658840	那我们就是现在已经到了23课了
658840	660380	就是我觉得大家的那个
660380	662820	说英语就是越来越好
662820	664800	然后你们越来越有逻辑性
664800	667520	刚刚我讲了就是说你们在interview的时候
667520	669660	如果能把这个
669660	670860	structure用起来的话
670860	674140	别人对你们的印象
674140	675000	就会非常深
675000	675700	好
675700	676320	那就是
676320	678100	How about the job market right now?
678280	680160	So we come to a free talk
680160	686940	So anyone is looking for a job right now?
689680	690760	你们正在找工作吗?
691100	692880	Anyone is looking for a new project?
693920	693960	Oh
693960	695280	And we end up
695280	696140	In
696140	696820	In
696820	726820	不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是,不是
726820	738740	我想看海外的
738740	739620	海外的
739620	744060	我想找到
744060	745060	global
745060	746060	project
746060	747060	project
747060	750260	what's your level
750260	752060	are you a junior
752060	754060	or are you a senior
754060	756380	what are your levels
756380	786380	你可以说我可以在中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中文中
786380	789520	在Uni 23和Uni 24,
789680	792960	我们会谈论和议题,
793180	794800	然后请你
794800	796860	at least prepare
796860	797720	the introduction
797720	798840	of yourself.
799520	801600	所以我
801600	802900	am confident about you.
803420	804620	OK,no worry about that.
805180	805560	Thank you.
807400	808840	其实大家不用那个
808840	811720	太nervous了,其实这个英语的话
811720	814180	有时候临时也可以抱抱佛奖
814180	816460	我也会做那个
816460	818820	我因为也有别的那个学员
818820	821160	他们不是我们的学员
821160	823280	他们就是来找我做这个面试辅导的
823280	825700	他们也是可以临时抱佛脚的
825700	828340	所以不要太担心
828340	833720	而且我觉得你们的英语还是有进步的吧
833720	835980	你自己觉得有进步吗
838060	840580	我觉得他需要一直练习
840580	842300	对
842300	849460	对,就是如果给你一个statement,就是给一个paragraph,你要把它背下来,你可以吧?
850160	854480	就,for example,so I gave you a structure, okay, so first you have to introduce your,
854840	859620	first you introduce your name, and second you can introduce, I'm a senior SAP consultant
859620	867140	with 10 years experience,something,就张口来,因为我,对,可以背,可以背,
867140	868160	可以背
868160	870640	我觉得可以是临时突破一下子的
870640	872260	然后如果是
872260	873060	就是
873060	874500	try your best
874500	874960	you know
874960	876720	to answer all of the questions
876720	878000	so if you don't
878000	879460	don't know the answer
879460	881140	maybe you can just ask them
881140	882940	are you talking about something
882940	883780	什么什么
883780	885420	你就可以要他来解释一下子
885420	886080	你说你这个
886080	889080	I'm not very clear about your question
889080	890420	你可不可以
890420	892060	so could you please explain
892060	893200	more details
893200	894060	can you
894060	896200	explain a little bit more
896200	897660	Yeah something like that
897660	899520	你可以把话题转给他们
899520	900580	把球丢给他们
900580	902160	让他们去稍微解释一下子
902160	904140	他们在解释的过程中
904140	905660	其实就是你在思考的过程
905660	907700	然后你能插到一点边
907700	908820	打到一点点边的话
908820	909980	也OK也没有问题
909980	913360	所以就是说还是有一些技巧的
913360	916160	如果就是不会回答的时候
916160	916980	你要怎么说
916980	919160	这个我们之后都会教你的
919160	920600	好
920600	922060	那我们今天呢
922060	924600	就是进入到了一个新的一个topic
924600	926360	也不算是新 topic吧
926360	928120	我们就是
928120	930040	之前你也讲过这个
930040	930780	interface
930780	931160	对吧
