start	end	text
0	30000	请不吝点赞 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅
30000	59980	OK
59980	60980	OK
62780	64180	Hi, good morning everyone
65380	66580	Happy holiday
67180	71380	Anybody know what's a holiday in American?
73380	76980	Hello,Aintita,Happy Thanksgiving Day
77780	79780	Yeah,Yeah,Yeah,Thanksgiving Day
81980	83580	I just come back from party
86580	89580	I,It's very happy
89980	119980	是的,它是大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大大
119980	124580	你不太容易得到中国食物
124580	129180	就是真正的中国食物很难得到
129180	130580	所以
130580	133020	所以我们可以叫它
133020	135260	portluck
135260	136220	portluck
136220	153100	Potluck是我们在国外的POT
153100	155760	Potluck
155760	157100	Potluck
157100	158760	OK
158760	160260	那Potluck呢
160260	163640	就是我们的一个这个traditional的一个这个文化
163640	165960	就是每个人呢
165960	168680	就是可以准备一样自己拿手的菜
168680	172060	然后 you can bring the dishes to the party, okay?
172440	175260	就是你会把这个菜带到party里面去
175260	176860	然后比如说十个人
176860	178420	你就大概准备你自己的
178420	181580	自己的一两个人的那一份
181580	184020	然后每个人准备的话
184020	185500	那你肯定就是很够吃了
185500	186400	每个人都可以吃到
186400	188220	可以尝到不同的这个口味
188220	190760	so这个就是主人的话
190760	194200	这样的话也减少了主人的这个工作量
194200	195580	对吧?
195960	199780	因为大家都就是会有的带水果呀
199780	202720	有的就是任务就分担出去了
202720	205040	有的人带水果啊
205040	206100	有的人带 cake啊
206100	208160	有的人会带这个 dishes啊
208160	210500	所以不同的那个
210500	213580	可以尝到不同的人做的东西
213580	214600	好
214600	216280	so we call it a potluck
216280	218920	好那今天呢我们
218920	222680	上一次呢我们讲了这个
222680	224080	functional specs对吧
224080	227360	想一想这个functional specs
227360	228820	有哪些点
228820	230920	如果就是帮着回忆一下
230920	232180	如果回忆不清楚的话
232180	234300	我们等会会有一个conversation
234300	237480	就是一个functional specs
237480	240580	就是functional consultant和developer
240580	243640	他们之间会进行一个讨论
243640	245180	go over
245180	247600	so they will go over functional specs together
247600	248120	ok
248120	249520	好那董老师呢
249520	251220	如果今天只有两个学生的话
251220	253700	那我们只上一节课好吗
254080	256640	可以了,你放一天就了
256640	272800	好,那我们来看一下
272800	273360	就是
273360	276360	so just now I told you the background
276360	278220	about this conversation
278220	280580	好,那我刚刚讲了一下
280580	281840	就是
281840	284180	这个的背景是什么
284180	285980	就是这个背景的话呢
285980	288940	就是我们基于我们上次的这个
288940	289860	Functional Specs
289860	293300	好那我们第一个学到的词呢
293300	294180	是Works Through
294180	295780	就是Review
295780	297360	Go Over
297360	300600	就是过一遍
300600	301980	过一遍Functional Specs
301980	304740	那就是跟这个Developer
304740	305900	是过一遍
305900	308200	好那FC呢
308200	309960	Refers to Functional Consultant
309960	312200	第一位 refers to developer
312200	315140	那如果我们想不起来
315140	315900	Functional Specs
315900	317180	有一些什么样的内容
317180	319920	或者就是一些细节的话
