start	end	text
0	26440	Oh, wait hand. Oh, so? How about Yueyue? Oh, just rest. Okay. So did you guys prepare your ...
30000	32760	所以,let's review what we learned last time
33760	36200	我们来想一想我们上次课学了什么
37360	41400	我可以提一些keywords,关键词
42840	43760	Direction
47280	48760	Data exchange
51360	51840	好
56440	57760	萌萌月月,Daisy
58240	59600	你们谁来先说一下
59600	61400	上节课我们学了什么
61400	62520	非常重要的
62520	63840	内容是非常重要的
63840	66420	因为最近有同学反馈过来说
66420	67840	那也是一个面试的问题
67840	69400	interface
69400	71580	我们学了 the interface
71580	72800	OK
72800	75100	and learn how to design
75100	76840	interface
76840	78660	in the project
78660	81320	OK
81320	83120	it divided
83120	84640	sever steps
84640	87460	and the
87460	117460	第一步是要去找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找找
117460	147460	好的,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好,好
147460	150780	OK,非常好。好,那我们再换一个人。
152780	154440	Daisy,你来说一下。
155760	160140	Could you please describe an interface you have done before?
160140	167540	Could you please describe an interface you have done before?
167540	176820	I had done the interface
176820	182120	example for the post document
182120	190120	it's from the OA to SAP system
190120	197040	it can post the document
197040	201240	for expense
201240	204640	and employer
204640	211500	借款
211500	213840	loan?
214400	215120	或者borrow?
215120	216400	borrow
216400	217400	好
217400	218400	好
218400	219400	好
219400	220400	好
220400	221400	好
221400	222400	好
222400	223400	好
223400	224400	好
224400	225400	好
225400	225400	
225400	226400	好
226400	227400	好
227400	228400	好
228400	229400	好
229400	230400	好
230400	231400	好
231400	232400	好
232400	233400	好
233400	234400	好
234400	235400	好
235400	236400	好
236400	237400	好
237400	238400	好
238400	239400	好
239400	240400	好
240400	241400	好
241400	242400	好
242400	243400	好
243400	244400	好
244400	245400	好
245400	245400	
245400	246400	好
246400	253400	users write the information in the OA system
253400	257400	such as the posting date
257400	266400	and the department for the expense
266400	279200	在设计中,如果是设计或计划的,
279200	283560	在设计中,
283560	285600	对于设计中,
285600	287640	对于设计中,
287640	289800	对于设计中,
289800	291800	对于设计中,
291800	293800	对于设计中,
293800	301040	所以如果你有新的面對面,你從來沒有觸碰到,
301040	306600	所以,你會做到新的面對面?
306600	310160	想想這些步驟,OK?
310160	312000	請自身體驟,
312000	320000	例如,我問你,有你做過的CM面對面嗎?
320000	323400	你確實沒做過嗎?
323400	330400	然後你就來 你就跟我來講 就是你要比較有信心 你說所有的interface的話 你說都差不多
330400	337400	就是你有過去的這個 其他的這個interface的experience
337400	344400	你可以把過去的這個interface的這個experience apply to the new system,to the new interface
344400	352400	你來就是大概講一下這個話 就是我在你interview的時候 我可能講了一個別的系統 你不知道這個系統
352400	355580	但是呢 你不能说
355580	356360	I don't know
356360	359400	I'm not very familiar with the interface
359400	361240	你要给一点点解释
361240	364720	就是让别人觉得你有这个能力去做
364720	365640	这件事情
365640	367800	那你该怎么说
367800	369800	怎么样去说服我
369800	382600	因为我们在interview的时候
382600	385760	不可能说就是很多东西都知道
385760	387960	或者就是说确实是有不知道的情况
387960	390720	在这种情况之下我们该怎么去回答
390720	393600	怎么样去玩自己
393600	396320	就是有利于自己的这个方面来回答
396320	398520	我想要去找
398520	400760	OK, go ahead
400760	402920	我需要
402920	404640	我需要
404640	406720	搜尋
406720	407320	搜尋
