start	end	text
0	30000	请不吝点赞 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅
30000	59980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
60000	89980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
90000	119980	谢谢大家
120000	149980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
150000	179980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
180000	209980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
210000	239980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
240000	269980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
270000	299980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
300000	329980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
330000	359980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
360000	389980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
390000	419980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
420000	449980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
450000	479980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
480000	509980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
510000	539980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
540000	569980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
570000	599980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
600000	629980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
630000	659980	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
660000	681800	您可以聽嗎
681800	694040	我沒有看到
694040	696760	昨天晚上跟大聖老師溝通的時候
696760	700140	他說都是下周開始
700140	702900	所以我們可能有點溝通
702900	703480	有點問題
703480	715480	我可以分享一下
715480	717480	我可以分享一下
717480	719480	我可以分享一下
719480	721480	我可以分享一下
721480	723480	我可以分享一下
723480	725480	我可以分享一下
725480	727480	你的家庭
