start	end	text
0	16940	I obtained the internal PMP certification and I'm committed to prepare the international PMP exam.
16940	24240	Oh, so you are certified PM?
24240	29480	我的公司有了
29480	34480	你通過了
34480	37080	你通過了
37080	42800	那不是外面的,是你們內部的嗎?
42800	43800	對
43800	45800	OK
45800	56200	oh the whole so so looks like you have a project management experience oh i haven't
56200	64680	oh i i i i always or a team member i haven't oh i haven't told me oh oh
64680	94680	我认为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为 作为
94680	97240	有任何問題問題在你的作品
97240	98880	和你解決它?
101520	110520	在2023年
113640	115120	在2023年
115120	116520	所以,什麼是發生?
116520	124020	在2023年,
124020	126720	我刚刚忘卡住了。
126720	128020	好,
128020	129520	那是哪里。
129520	130920	嗯,
130920	132520	开发。
132520	134520	嗯,
134520	135520	听说话。
135520	141320	I just customized a report about the
141320	145020	SteelMail Reaming Balance Report.
145020	162020	the client required a reporter to track the contractor execution and the balance status
162020	172020	with a strict demand for the
172020	178020	with a demand for the
178020	185020	a strict deadline
185020	189020	to deliver the report
189020	219020	我和我的金融團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團團
219020	224700	write the functional specifics
224700	225900	to
225900	233480	write the functional specifics
233480	235740	and then
235740	240580	in the
240580	245060	好
245060	246600	那这个你不太
246600	248900	这个还不算太 challenge the problem
248900	251640	好那我们回答这个问题的时候
251640	252100	记得吗
252100	253320	我们要用什么方法
253320	255200	STAR
255200	257580	要describe
257580	258740	你开始说的好
258740	259420	什么时间
259420	260760	描述出来了
260760	262280	但是你还是要这个要
262280	264840	应该你可能三年纪念
264840	266540	你可能不知道什么是比较challenge
266540	268420	什么是不太challenge
268420	270220	那这个我们可以
270220	271920	你把你的那个交给
271920	272860	就发给我
272860	274080	我来帮你改一下子
274080	274460	好吧
274460	276280	这个很可能会问到的问题
276280	276620	但是
276620	277480	对
277480	278660	但是我们要把它背出来
278660	278960	好吧
278960	280220	好
280220	283140	第三个问题
283140	284840	so the third question
284840	285240	ok
285240	288060	so why do you think
288060	289500	you are the best candidate
289500	292600	就夸自己了
292600	293360	就是stress
293360	294720	自己的优点是什么
294720	295520	first
295520	296360	要有structure
296360	296860	ok
296860	298660	要有结构性
298660	299100	first
299100	299560	second
299560	300760	third
300760	301760	finally
301760	303720	用这种句式你来说
303720	304580	um
304580	306120	um
306120	306900	um
306900	307900	um
307900	308640	um
308640	312240	最好的原因是三个原因
315600	318000	首先,我会有的
318080	322160	作业的作业的作业
323840	329120	所以你可以说我会一直在作业的作业
329120	330400	对于是
331040	332640	在作业的作业
332640	333840	对于是
333840	335840	是的
335840	337840	是的
337840	339840	是的
339840	341840	是的
341840	343840	是的
343840	345840	我可以說
345840	347840	我可以說
347840	349840	我可以說
349840	351840	你很難看
351840	353840	是的
353840	355840	是的
355840	357840	我可以說
357840	359840	Module Integration
359840	361840	And
361840	363840	And
363840	365840	And
369840	370840	And
370840	370840	
370840	370840	
370840	371840	And
371840	372840	And
372840	373840	And
373840	374840	And
374840	374840	
374840	375840	And
375840	376840	And
376840	377840	And
377840	378840	And
378840	379840	And
379840	380840	And
380840	380840	
380840	381840	And
381840	382840	And
382840	383840	And
383840	384840	And
384840	385840	And
385840	386840	And
386840	386840	
386840	387840	And
387840	399840	我一直在
399840	405840	我一直在
405840	409840	我一直在
409840	411840	我一直在
411840	413840	我一直在
413840	422240	to solve the business requirements
422240	423880	OK
423880	426500	好 这个地方我也可以跟你讲一下子
426500	428060	到时候你点评一下子
428060	429840	Why do you think you are the best candidate?
430360	432520	好 那第一个就是你的经验其实不算足
432520	434280	因为只有三年经验 对吧
434280	436660	好 那最好的时候最好挖掘
436660	439480	Just dig into your personality
439480	456660	你可以讲一讲
456660	457980	从客户的角度
457980	459660	你说从 business perspective
459660	461600	所以他们很感到我的
461600	462040	效果
462040	464800	讲一下你的个性
464800	466020	就是我很有耐心
466020	468420	就可以从这个方面来讲
468420	471660	因为你的工作经验其实不是很多,对吧?
471840	474160	然后第二个的话,你就讲你是那个什么?
475340	476380	So I have a good...
476380	478740	So I'm very good at communication, you know.
479240	481660	So in the project,
481900	484440	So the situation is very complicated.
485140	487940	So I coordinate the different team
487940	491800	to finish the projects on time or efficiently,
492000	492720	something like that.
492720	495100	就是说你有很好的沟通能力,对吧?
495100	498980	然后你可以去协调这个各个不同的这个team members
498980	500640	to finish the project
500640	504980	然后呢你可以说是你会很第三点的
504980	509580	你根据他的那个当然也要看JD job description
509580	515440	说我可以说I can finish multiple tasks on time
515440	519820	就是我可以很好的就完成那种多重的任务
519820	522580	等等就是你可以从这方面入手
522580	523540	好的
523540	523880	就是
523880	525340	好的
525340	526860	那八年呢
526860	527740	嗯
527740	529860	又八年以上了呢
529860	531080	像八年以上的
531080	531620	从哪种
531620	532920	从哪里入口比较好
532920	533980	八年的经验
533980	534960	那你就讲你
534960	536820	就是对这个business很熟
536820	538220	然后你可以去领导
538220	539320	领导这个
539320	540960	有leadership对吧
540960	542220	你可以去领导这个
542220	544640	领导用户
544640	546520	和这个协调
546520	547860	这个也可以讲协调
547860	548460	developer
548460	549200	什么一起
549200	549900	然后开会
549900	551240	然后你可以说是
551240	551820	你是
551820	553140	很好的
553140	555260	这个等会给你讲
555260	556780	先讲月月的
556780	557680	你还没有呢
557680	558280	你还等会
558280	560780	你先别着急
560780	562020	月月就是说
562020	563540	你就是你的个性
563540	564200	就是能
564200	566040	就是虽然我那个精力不足
566040	567760	但是我很好的工通
567760	570880	我有很好的这个理解能力
570880	571820	或者就是说
571820	573920	协调能力
573920	575740	从这方面入手的话
575740	577880	就是人家也知道你经验不足
577880	579560	对人家也会愿意给你机会
579560	581360	老师如果是
581360	583540	因为我这三年一直是在
583540	584740	那个运营萨目
584740	586180	没有去过实施萨目
586180	587260	还是在同一个行业
587260	588440	对对
588440	590740	而且都是在那个贸易类的行业
590740	591860	这样的话会不会
