start	end	text
0	29980	Hi, hello. Good morning, everyone. Good morning, teacher. Good evening. Good evening. Okay. So, how is your day so far? Oh,
30000	39000	我工作不太忙,但是我一直在学英语。
40000	42000	好的,那是好。
42000	45000	谢谢你加入今天的课程。
45000	50000	所以我们开始新课程,我们先试试什么我们学了。
54000	59000	让我们一起试试一下,上次我们学了什么。
59000	60000	OK
67480	71400	So do you still remember we have learned active method
71400	73280	Active method
73280	75280	Yeah
75280	79720	So do you know what's the phases of active method
79720	85320	So how many phases do they have
89000	92000	我可以分享我的影片
92000	97000	我可以分享我的影片
97000	99000	我可以分享我的影片
99000	101000	我可以分享我的影片
101000	103000	我可以分享我的影片
103000	105000	如果我给你这个影片
105000	108000	可能是更容易给你
108000	109000	OK
109000	118240	我们有6个发行的方式的方式
118240	138000	我们调了时间怎么大家好像还是参与的比较少
138000	139040	我不知道什么原因
139040	143440	还是比较忙吗
143440	147200	这个之前不是很了解
147200	148900	不会说
148900	151060	好的
151060	154120	那我们先就是把这六个这个步骤
154120	155280	我们先讲一下好吧
155280	157600	好那对比ECC的话
157600	158960	我们是有五个步骤对吧
158960	161880	ECC的这个ASAP Methodology
161880	163580	是有五个步骤
163580	165260	那我们先来看一下这个
165260	166800	对我们上次是没有讲
166800	169320	我们就直接先来讲这个阶段了
169320	172440	好那discover这个阶段呢
172440	175360	那就是第一个阶段就是发现阶段
175360	178680	看看这个公司一些资源
178680	180780	或者他们有没有这种就是需求
180780	181780	或者可能性啊
181780	183160	他们需要去做sap的
183160	185280	然后准备阶段呢
185280	186320	那准备阶段的话呢
186320	188280	我们就准备这个business process
188280	190340	或business case
190340	192260	那去做这个支持
192260	194020	那第三个阶段呢
194020	195920	就是explore探索阶段
195920	197720	探索阶段的那就是
197720	200220	我们就是相当于我们的
200220	202000	blueprint就是我们要看看
202000	204440	他们就是有什么需求
204440	206460	或者就是说跟未来有什么
206460	208860	就比对一下吧
208860	210620	未来有什么不同什么的
210620	215340	那就是说是用标准的
215340	217380	是系统里头他们的需求
217380	218780	是我们可以用这个
218780	220420	fit to standard
220420	221760	就是fit to standard
221760	224540	就是适不适合
224540	225700	就是标准的就行
225700	227880	还是就是说要创建一些这个
227880	229300	Customize
229300	231900	Custom Report或Customization
231900	235440	好那到这个Realization阶段呢
235440	237140	Realize
237140	238480	那就是实现阶段
238480	240220	那时间阶段的话呢
240220	243180	那它也是分不同的这个阶段
243180	243720	Sprint
243720	245960	就是分成小的这个Sprint
245960	247720	就是Sprint的话呢
247720	249380	一般是一到四周
249380	252240	然后就会去做一些Configuration
252240	254200	也会去做一些这个Testing
254200	256980	好那我们到这个deploy阶段呢
256980	258680	那基本上就是属于go live了
258680	261060	OK那我们以前的
261060	262420	叫go live或者就是
262420	265020	或者就是说在上期之前
265020	266980	要准备他就把它和平起来了
266980	267600	go live了
267600	270480	那这个go live阶段呢
270480	272440	哦我这个我要
272440	274160	冲一下电影等会啊
284200	294200	Hello
294200	296280	Can you hear me?
296740	296900	Yeah
296900	297520	OK
297520	297760	好
297760	298900	那我们再到这个
298900	299800	Deploy
299800	300280	Deploy
300280	301300	就是部署的意思
301300	301800	记得吧
301800	302880	那我们上次的名词
302880	303700	是Deployment
303700	304600	你都猜对了
304600	305520	好
305520	306320	那这部署阶段
306320	307120	我们就是属于
307120	308420	要就是准备啊
308420	309420	就是要cut over
309420	309820	对吧
309820	311400	还有就是要进行
311400	312940	一个production transport
312940	313340	Right
313340	315720	就是一些生产机的这个传输
315720	317980	然后在执行的阶段呢
317980	320360	就相当于我们已经上线了
320360	322060	那就是 the business job
322060	324360	use the system, right?
324880	326780	and optimize the system
326780	330240	so during this phase
330240	332860	so we will provide support
332860	334300	or some enhancement
334300	336740	okay, are you clear?
337300	338380	I have a question
338380	341400	what's the difference between
341400	346680	SIP-Active method with SAP Implement method.
347420	351060	I think it's only how to define the different,
351060	357780	but the do the same thing to do.
360040	364320	So why we have a different method, right?
364920	365700	Yeah, yeah.
366300	370200	这个阶段,Active method,就是用于这个S4HANA.
370200	373120	我不知道你们现在用的那个系统是什么系统
373120	375820	那就是说我们这是一个是Advanced
375820	376840	加强了
376840	379080	就是之前的是ECC的
379080	382000	然后这个呢就是属于S4HANA的一个
382000	384940	这个S4HANA上线的话
384940	386680	他们就基本上是采用这个
386680	388600	Active Method
388600	390000	就是属于这个
390000	392400	对这个What's the difference
392400	393000	就是这个
393000	396000	好那阶段当然也是不一样的
396000	397920	好那我这里准
397920	400000	对那我这里准备了一点
400000	402200	就是一点小材料
402200	403480	可能对你来说
403480	405220	可能是稍微容易理解一下子
405220	405520	好
405520	406920	那我们再看一些
406920	408020	Active的Phase呢
408020	409260	他们是有这些阶段
409260	411220	那在这个阶段呢
411220	413560	Discover阶段呢
413560	414460	就是发现阶段
414460	417780	那我们就是会要准备一些
417780	418640	这个业务的
418640	421160	要准备一些业务的这情景啊
421160	422420	或者就是要系统里头
422420	423140	Demo一下
423140	424760	或者就是说看看
424760	426380	SAP是不是这个
426380	427800	Readness就是
427800	429700	就是可以Ready
429700	430680	可以使用
430680	432640	那我们在Prepay阶段呢
432640	434140	那我们就是最主要的
434140	434920	那个目的呢
434920	435920	就是属于这个
435920	437140	属于要计划了
437140	438520	然后就是要行动起来
438520	440060	那可能会把这个
440060	441560	Project Setup起来
441560	442660	然后Team啊
442660	443840	还有这个路演啊
443840	444640	Roadmap啊
444640	445840	都要做起来
445840	448100	然后在这个Explore阶段呢
448100	450040	那我们就是要去分析探索
450040	452020	那看看它这个SAP的
452020	453040	Feed to Standard
453040	456000	就是SAP Standard
456000	457240	它可不可以用
457240	458020	那我们以后
458020	459420	要学会用这个词
459420	460900	Oh, it's feature standard
460900	462360	好,那在这个阶段呢
462360	464320	我们会prepare some workshop
464320	466480	workshop,知道吗?
466900	467240	工坊
467240	471120	那我们就是说把这个
471120	473300	未来的流程我们会演示给
473300	475980	或者就是做一些那个系统的一些演示
475980	476840	或者说一些
476840	479480	一些基本的概念的一些
479480	481620	overview的一些那个传输
481620	482800	training啊什么的
482800	486040	Backlog creation
486040	486900	Backlog
486900	488600	就是用户的需求
488600	492060	那因为上了这个
492060	494440	S4 HANA以后呢
494440	495920	我们就不叫这个Ticket了
495920	498140	我们叫user story
498140	499520	user story
499520	501200	那就是backlog
501200	502900	就是list of user story
502900	504340	就是一系列的这个
504340	506660	用户的需求
506660	509960	他们都会写在这个user story上面
509960	510620	好
510620	512960	那再到这个realize阶段呢
512960	515880	那我们就是要分成不同的去
515880	516620	sprint
516620	518560	那一至四个周
518560	520560	就是典型的一个这个Springs
520560	521720	那我们在这个阶段呢
521720	523360	也会要去做一些Configuration
523360	523720	OK
523720	524740	Config
524740	525720	Configuration
525720	526800	那Abop呢
526800	528180	它也要是做一些开发
528180	529840	然后我们要去做一些Testing
529840	531600	那在Deployer阶段呢
531600	533000	其实就是相当于
533000	534780	就是要上线准备和上线
534780	536520	那我们就是要准备一些
536520	538120	Cutover的一些Activity啊
538120	539960	或者我们要去进行
539960	541240	这个生产的传输
541240	543340	那在最后的阶段就是RUN
543340	544940	就是已经执行了
544940	551160	那就要做operate and optimize the project
551160	552880	or business process
552880	555080	就是要优化一下子
555080	556840	看看有没有什么地方需要优化的
556840	559080	那我们就会要做一些support
559080	561180	还有如果要做一些增强的话
561180	563820	那我们在这个阶段也是做增强
563820	566220	那我们来就是说
566220	568280	上次看那个可能比较boring
