start	end	text
0	30000	请不吝点赞 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅
30000	37000	I'm going to turn it over to you.
37000	37000	
37000	39000	我的学生是一个学生的学生吗
39000	41000	我的学生是一个学生的学生
41000	43000	学生的学生
43000	45000	学生的学生
45000	47000	学生的学生
47000	49000	学生
49000	51000	学生
51000	53000	学生
53000	55000	学生
55000	57000	学生
57000	59000	学生
59000	61000	学生
61000	63000	学生
63000	65000	学生
65000	66440	OK, great
71440	74440	Long time no see, how is everything going on?
76000	77360	Everything is OK
79040	80040	How about you?
80560	81760	How about your project?
83600	89760	So last Saturday our project went live successfully
91160	93160	But we really worked hard
93160	97440	我们工作到一半夜,一项在早上
97440	100880	它是很暗
100880	102000	是的
102000	106560	所以 Meng Meng,你怎么办?
106560	111320	我在厕所
111320	114160	我做什么?
114160	117440	我做了我的工作
117440	119960	做了什么?
119960	121760	我的工作
121760	125240	牙齒
125240	137000	oh okay oh you see the dentist so let me tell you doctor will be different okay so dentist okay
137000	146680	you can see my screen rightoh i can't say okay okay dentist okay continue so do you have any
146680	148680	所以,你工作了?
148680	152680	你工作了?
152680	154680	你工作了?
154680	160680	我工作了很忙,我準備了一份工作
160680	166680	我需要做了一份工作的工作
166680	172680	我需要寫了一些文化
172680	179680	to interact with the development functions.
179680	192680	Yeah, last week our companies have heard several surveys
192680	222680	我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选与我们的用选�
222680	226780	I began to write the function,FS.
230880	231380	Yes.
232680	235180	Okay, what's the development?
235180	236480	Do you still remember?
236780	239580	RASIF, so someone asked me,
239580	245480	so I should pronounce it as RASIF,
246180	249780	or I should read each letter.
250680	251180	RASIF.
251180	251680	Okay.
252680	256680	我聽到英文的
256680	260680	英文的英文文字幕
260680	290680	轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻轻�
290680	294840	So just tell me some ideas. How do you design your test script?
295940	299240	So give me an example. How do you design your test script?
