start	end	text
0	30000	请不吝点赞 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅 订阅
30000	37000	是
37000	39000	是
39000	49000	是
60000	75560	好, good
90000	104000	嗨,Good morning,Taylor,萌萌,Dong老師,YueYue
104000	105000	Good morning,Annie
105000	107000	Happy holidays
107000	109000	Hello,Can you hear me?
109000	111000	I can hear you
120000	128700	Hello, I can hear you
128700	131280	Hello
131280	140360	Hello, can you hear me
140360	149600	OK, great
149600	151600	我可以不听你
151600	181580	对
181600	182760	我可以听到呀
182760	183360	听到
183360	185360	你听不到我们
185360	193180	现在可以了
193180	194960	我现在可以听到你的声音
194960	197360	刚才就你听不到我们
197360	198960	好的
198960	201020	Happy Holidays
201020	203140	Merry Christmas
203140	208280	How about your Holidays
208280	211180	So how did you
211180	213180	你也要先上班了
213180	215180	你也要先上班了
215180	217180	你也要先上班了
217180	219180	我現在要上班了
219180	221180	但我還要跟你們
221180	223180	所以我們先看
223180	225180	我們昨天學習了什麼
225180	227180	還記得我們上課學了什麼嗎
227180	229180	Active method
229180	231180	Active method
231180	233180	Active method
233180	235180	所以
235180	237180	How many phases
237180	239180	for active method
239180	239900	6
239900	240180	6
240180	240800	6
240800	241100	6
241100	241160	6
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
241160	241160	
