start	end	text
0	5400	订阅订阅计划。
6120	9400	订阅订阅订阅订阅。
9400	13000	订阅订阅订阅订阅订阅订阅订阅。
13000	14500	所以我先分享我的视频
15500	19460	所以我们来谈谈今天题
20960	22840	大家可以看到我的视频吗?
24960	25460	是的
27000	28840	首先我们来谈讨
29840	31240	什么我们学到昨年
31940	34460	其实什么我们学到昨年
43000	45000	中文字幕志愿者 中文字幕志愿者 中文字幕志愿者
45000	47000	中文字幕志愿者 中文字幕志愿者
47000	49000	中文字幕志愿者 中文字幕志愿者
49000	51000	中文字幕志愿者
51000	53000	中文字幕志愿者
53000	55000	中文字幕志愿者
55000	57000	中文字幕志愿者
57000	59000	中文字幕志愿者
59000	61000	中文字幕志愿者
61000	63000	中文字幕志愿者
63000	65000	中文字幕志愿者
65000	67000	中文字幕志愿者
67000	69000	中文字幕志愿者
69000	71000	中文字幕志愿者
71000	76060	我们先回顾一下我们所学的上周学的东西,
76280	80060	然后这周呢,就是把那个剩下的讲完,
80400	82780	讲完以后呢,我们马上就进入到一个听力,
82980	86420	这个听力呢,也是会讨论这个ECC和S4HANA,
87640	92420	然后听力完以后呢,我们再来一起做一个quiz。
92420	93420	好
93420	94420	好
94420	95420	好
95420	96420	Meng Meng
96420	97420	could you please tell me
97420	98420	the details
98420	100420	about the difference
100420	103420	between ECC and S4HANA
103420	107420	I can
107420	110420	the S4HANA
110420	112420	increase
112420	116420	increase
116420	118420	a new type of
118420	119420	SADOCI
119420	127300	它一切了所有的枠模式
127300	132620	在这些核档上的核档
132620	162620	然后第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点呢,第二点
162620	182620	质量的数据是数据的,但是它是40据的,在SIP-S4HANA的系统。
182620	188500	好,那我们请月月,你来说一下子,what's the difference?
188500	189500	所以
189500	193500	第三點是
193500	197180	在生意的事丁
197180	198660	在生意的事丁
198660	204100	我們應該要
204100	205700	我們應該要
205700	208700	我們應該要
208700	210500	我們應該要
210500	213060	我們應該要
213060	214340	我們應該要
214340	215700	我們應該要
215700	216700	我們應該要
216700	217700	我們應該要
217700	221700	Custom data using SD ,
221700	229700	but in the S4HANA integrated
229700	233700	the integrated
233700	240700	the material data objects called business partners.
241700	245700	They call the business partner.
245700	247700	Partner。
247700	249700	Partners, OK.
249700	251700	好,那還有什麼嗎?
251700	255700	這個上次沒有講,對吧?
255700	273700	在ECC中,我們需要在網路上的網路上
273700	286020	在S4HANA中,我们可以用RMRP在空间的空间
287460	300020	对你记得什么是贸易卖?
300020	302820	非常慢
302820	304440	老季吗
304440	305620	老季
305620	306600	remember
306600	308180	非常慢
308180	309000	OK
309000	309820	所以
309820	312160	what is
312160	314320	frustration
314320	315400	frustration
315400	322060	frustration
322060	323660	这个是伤的
323660	325720	这个是伤的
325720	327440	这个是伤的
327440	330040	disappointment
330040	331820	就是失望的
331820	334540	或者就是烦人的
334540	337680	this frustration is now a thing of the past
337680	338240	ok
338240	340700	上次我们学到了这里
340700	342780	我们讲过了这个
342780	344680	Mature Ledger is a required
344680	345920	is a mandatory
345920	348120	activity
348120	350280	it's a mandatory sub-module in SAP
350280	350800	ok
350800	358740	所以很多公司不使用权材料,但在S400,他们还需要
358740	363740	to activate the material ledger in CC, okay?
364740	369740	Yeah, the material ledger in SIP is mandatory,
369740	373740	and in S4 is necessary.
373740	374740	It's optional.
374740	376740	In ECC is optional.
376740	377740	No, ECC is optional.
377740	380740	S4 is mandatory.
380740	381740	Yeah, it's mandatory.
381740	383740	Oh, mandatory is...
383740	384740	Oh, yeah, yeah.
384740	387200	这个要想清楚
387200	388500	OK 别想法了
388500	390720	这个我开始也是
390720	392260	就是我看到我们
392260	393640	其实我们的公司
393640	396160	是不需要去做这个materializer
396160	397880	但是我们的经理呢
397880	399000	他就激活了
399000	400280	所以后来我就问他
400280	402440	我说看到有materializer
402440	403320	我说我们用不用
403320	403920	不用的话
403920	405800	但是这是一个mandatory steps
405800	408540	就是一个必须的一个过程
408540	409220	一个步骤
409220	413340	mandatory
413340	414560	mandatory
414740	415500	still remember
415500	426000	sorry
426000	427400	这是H的
427400	430120	好那我们来看看
430120	431320	mandatory H
431320	432360	这个
432360	435080	OK这是我们的
435080	438840	好那我们今天呢
438840	440840	我们今天要继续讲
440840	441480	就是
441480	444000	ECC HANA和
444000	446980	ECC和HANA的区别
446980	450900	今天是我们26年的第一堂课
450900	451240	OK
451240	456280	那我们再来看一看
456280	457920	上次我们学了这些
457920	460860	就是一些的词组
460860	462080	一些词语
462080	464020	那我们要学会
464020	465180	这new feature啊
465180	467080	什么aggregate啊
467080	468740	就是累积index
468740	469720	索引table
469720	470780	就不需要了
470780	471700	OK
471700	472320	好
472320	473140	那我们今天呢
473140	474720	我们要学到这个MM的
474720	475880	那个有个
475880	476760	对
476760	477560	跟FICO
477560	478620	就是也是可以
478620	480180	可以说是相提评论
480180	481660	可以相提评论吧
481660	483000	那SAP呢
483000	484240	它是有一个这个
484240	485340	BKBF
485340	486280	BSEG
486280	487060	然后都
487060	488720	都统一到了这个
488720	490360	ACDOC table
490360	491820	那么BKBF
491820	492780	BSEG呢
492780	493980	那都统一到了什么
493980	496740	MATDOC
496740	498520	Inventory Management Table
498520	498840	OK
498840	499480	好
499480	502080	那我们再请一个同学来读一下子
502080	505460	然后这里面的单词倒不是很难
505460	506820	好 萌萌你来读一下
506820	509560	MIT Inventory Management
509560	511400	SIP S4HANA
511400	513580	introduce MIT DOC
513580	516160	a new inventory management system
516160	520580	that elements over 26 tables
520580	522240	present in SIP
522240	524480	Now material document
524480	527100	as stored in MIT DOC
527100	531860	instead of MKPF or MSCG-table.
531860	540340	This removes the renders and improves stock reporting efficiency.
540340	543340	The SAP HANA database.
543340	545540	As we discussed earlier,
545540	549940	SAP S-HANA can only run on the SAP HANA database,
549940	555940	but thanks to the SAP HANA cloud database,
555940	560900	SAPS for HANA is faster and more efficient than SAP ECC.
561380	563040	Why? There are several reasons.
563800	565660	Okay, very good.
566100	567780	好,那我们来看看这个table呢,
567820	570760	就是引入这个table以后呢,
570800	575600	我们就不需要 replace the BKPF and MS-EG table.
575760	578140	Okay, so this removes redundancy.
578640	580040	Redundancy, repeat.
581180	583840	Redundancy,就是重复的.
584100	585560	Redundancy,冗长的.
585940	586780	多余的
586780	588460	对 多余的
588460	589400	或者就是说
589400	591520	冗长的吧
591520	592880	and improve
592880	593740	improves
593740	595860	那我们上次学了一个什么
595860	596840	B开头的
596840	597560	记得吗
597560	598560	我们可以提的
598560	598940	对
598940	599380	Boost
599380	601020	Boost the efficiency
601020	601300	对
601300	601040	Boost the efficiency
601040	601420	对
601420	601040	Boost the efficiency
601040	601460	对
601460	601040	Boost the efficiency
601040	601460	对
601460	601040	Boost the efficiency
601040	601460	对
601460	601660	Boost the efficiency
601660	601660	
601660	601660	
601660	602260	Boost the efficiency
602260	602900	Boost the efficiency
602900	603180	Boost the efficiency
603180	603180	
603180	603180	
603180	603180	
603180	603180	
603180	604180	Boost the efficiency
604180	604180	
604180	604180	
604180	605180	Boost the efficiency
605180	605180	
605180	605180	
605180	605180	
605180	605180	
605180	612180	我們可以更加的效果,更加的效果。
612180	618180	我們還可以更加的效果。
618180	625180	我們還可以更加的聽力。
625180	630180	也可以更加的團隊精神。
630180	633360	Team Spirit
633360	635780	Team Worker
635780	640280	OK,所以我听到男生
640280	640940	Taylor过来了
640940	643800	好,那我们刚刚开始
643800	645800	我们看今天讲这个
645800	647200	上次没讲完的
647200	649720	我们刚刚讲到Material这边的话
649720	650980	有一个统一的table
650980	653240	MathDoc
653240	653700	OK
653700	655960	好,那这个呢就是
655960	658160	早前讨论了一下子
658160	659160	这个S4HANA
659160	660800	会在这个
660800	663900	在那个HANA
663900	665740	Database基础上呢
665740	667420	它执行的会更快
667420	669220	或者它会更加有效
669220	671000	那我们想想
671000	672420	谁能给我
672420	674000	一个原因
674000	676900	记得吧我们前面说过
676900	677740	Remove了什么
677740	681300	Remove了什么table啊
681300	683500	Index and
683500	686440	Aggregate table
686440	688080	记得吗
688080	693060	aggregate
693060	695360	aggregate under index table
695360	697840	好那这是一个理由
697840	698940	那我们下面再来看一下
698940	699940	还有什么理由
699940	703160	这个意思是
703160	705300	benefit for me
705300	707100	to develop
707100	710460	to have function develop
710460	713500	那我们来先看一下这里
713500	717020	首先呢
717020	723840	SAP HANA 它讀的数据是从主要的这个记忆体里
723840	726680	Memory 里头讀
726680	729140	而不是说是从硬件里面读
729140	733660	然后这里就是数据的那个移动会比较少
733660	736180	好 那再第二个呢
736180	736720	Next
736720	743040	The tables in SAP HANA 是column-based instead of row-based
743040	743840	OK
743840	745060	So let me open
745060	746620	什么叫column
746620	749340	练
749340	750840	练
750840	751140	练
751140	753240	练
753240	754280	练
754280	755160	练
755160	757300	这是column
757300	758200	还是row
758200	758720	column
758720	759640	OK
759640	760560	column
760560	761060	OK
761060	761620	好
761620	762080	那我这样子
762080	762440	第二
762440	763160	就是row
763160	765120	好
765120	766160	那以前是row
766160	767340	based
767340	767840	OK
767840	769180	那就一行一行
769180	769920	那肯定很多
769920	771320	column based
771320	772400	可能就数据少
772400	775500	所以它只能读到 relevant column in a query
775500	777460	就是相关的这个
777460	778860	relevant
778860	781600	就是相关的
781600	782860	column in a query
782860	785620	It can also process different columns
785620	786820	in parallel
786820	788120	平行
788120	790000	平行记账怎么说
790000	792720	Parel account
792720	795220	Parel accounting
795220	796160	Parel account
796160	797420	There are no
797420	801900	There are no aggregate index
801900	804200	就是累积啊或者这种
804200	805860	所以你的这个table
805860	807100	or history table
807100	810100	since the application can access
810100	814640	access the data
814640	815700	学过了吧 access
815700	816900	学过没有
816900	818480	进入
818480	821040	好
821040	823080	那我就说进入到什么权限呢
823080	824340	进入到
824340	826520	access authority
826520	827920	yes
827920	830480	I don't have access authority
830480	831320	OK 可以
831320	832160	I don't have access
832160	848140	I don't have access to the PRD system
848140	849420	可以可以
849420	853380	好 那我们就随意就可以说
853380	855600	Access the original data
855600	856360	Lastly
856360	858800	Firstly next
858800	860600	而 lastly SAP HANA
860600	862380	combines the
862380	864580	online transaction processing
864580	866220	and online
866220	868400	analytical processing
868400	869280	tables
869280	872140	you no longer need to
872140	873220	reconcile them
873220	874220	这个是
874220	876380	reconciliation
876380	881760	对账
881760	884920	对账
884920	885200	对
885200	887780	reconcile statement
887780	890600	就是对银行的对象男
890600	891740	bank statement, right?
894080	894740	bank card
894740	898560	好,那如果我说
898560	900760	这个统育科目呢,记不记得统育科目?
901660	902240	so what is
902240	905360	reconciliation account?
911200	911840	so
911840	914240	so my interview question is
914240	916180	what is a reconciliation account?
916180	918680	It's a bridge between
918680	920780	JAL account and WIS
920780	928700	Okay, okay, that's good
928700	939740	Let me log in
939740	945080	Let me see
945080	946640	他都过期了
946640	948180	看看大家刚开了没有
948180	962580	嗯
962580	980980	哦 还没有开
980980	983060	好 那我们现在看到你这个
983060	985540	这个错误提示是什么意思
985540	986940	哦
986940	988940	所以我正在嘗試的
988940	990940	我正在嘗試的
990940	992940	SAP系統
992940	994940	所以系統
994940	996940	跳出來
996940	998940	POPUP
998940	1000940	Usa
1000940	1002940	Usa
1002940	1004940	Usa
1004940	1006940	Usa
1006940	1008940	Usa
1008940	1010940	Usa
1010940	1012940	Usa
1012940	1014940	Usa
1014940	1016940	Usa
1016940	1023080	OK,validate your user ID,OK
1023080	1026880	好,那下面呢,现在我们就总结一下子
1026880	1029360	就是说,那在ECC的时候
1029360	1033220	在S4HANA的时候,我们跑数据的话
1033220	1035260	我们跑的数据会更加什么
1035260	1037300	Move,什么
1037300	1041940	Move fast, right
1041940	1043820	And more efficient
1043820	1045840	Move efficient, more fast
1045840	1048340	然后,ECC,Do you know why?
1048340	1060340	我们刚刚就讲了这个原因,讲了这个原因,一二三,好,谁能就是用自己的语言来简换一下,
1060340	1068860	首先,第二,第三,第一步是S400 read data
1068860	1074340	from the memory instead of the hard disk.
1074340	1078340	Fill data moment.
1078340	1090340	第二,SAP reads the data by column based instead of row based,
1090340	1095340	and there is no aggregate index or history tables.
1095340	1097440	OK,然后呢,
1098400	1098840	第三,
1099080	1099740	第三,
1099740	1100120	第三,
1100860	1101200	是,
1101200	1103440	combine the online,
1103440	1107060	online transactional process,
1107360	1110380	and online analytical process type,
1110920	1112120	so you don't need to,
1112300	1114460	to reconsulate them,
